疾病通路的编号,疾病名称,通路名称,时序切片,基因名称,基因ID,基因链接
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to crosstalk between extrinsic and intrinsic apoptotic pathways,6,BAX,581,https://www.kegg.jp/entry/hsa:581
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to crosstalk between extrinsic and intrinsic apoptotic pathways,7,BAK1,578,https://www.kegg.jp/entry/hsa:578
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to crosstalk between extrinsic and intrinsic apoptotic pathways,8,CYCS,54205,https://www.kegg.jp/entry/hsa:54205
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to crosstalk between extrinsic and intrinsic apoptotic pathways,9,APAF1,317,https://www.kegg.jp/entry/hsa:317
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to crosstalk between extrinsic and intrinsic apoptotic pathways,10,CASP9,842,https://www.kegg.jp/entry/hsa:842
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to crosstalk between extrinsic and intrinsic apoptotic pathways,11,CASP3,836,https://www.kegg.jp/entry/hsa:836
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,1,APP,351,https://www.kegg.jp/entry/hsa:351
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,2,AGER,177,https://www.kegg.jp/entry/hsa:177
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,3,HRAS,3265,https://www.kegg.jp/entry/hsa:3265
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,4,KRAS,3845,https://www.kegg.jp/entry/hsa:3845
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,5,NRAS,4893,https://www.kegg.jp/entry/hsa:4893
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,6,ARAF,369,https://www.kegg.jp/entry/hsa:369
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,7,BRAF,673,https://www.kegg.jp/entry/hsa:673
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,8,RAF1,5894,https://www.kegg.jp/entry/hsa:5894
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,9,MAP2K1,5604,https://www.kegg.jp/entry/hsa:5604
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,10,MAP2K2,5605,https://www.kegg.jp/entry/hsa:5605
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,11,MAPK1,5594,https://www.kegg.jp/entry/hsa:5594
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,12,MAPK3,5595,https://www.kegg.jp/entry/hsa:5595
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,13,NFKB1,4790,https://www.kegg.jp/entry/hsa:4790
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,14,RELA,5970,https://www.kegg.jp/entry/hsa:5970
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,15,TNF,7124,https://www.kegg.jp/entry/hsa:7124
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,16,IL6,3569,https://www.kegg.jp/entry/hsa:3569
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to AGE-RAGE signaling pathway,17,NOS2,4843,https://www.kegg.jp/entry/hsa:4843
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,1,APP,351,https://www.kegg.jp/entry/hsa:351
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,2,CHRNA7,1139,https://www.kegg.jp/entry/hsa:1139
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,3,CAPN1,823,https://www.kegg.jp/entry/hsa:823
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,4,CAPN2,824,https://www.kegg.jp/entry/hsa:824
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,5,CDK5R1,8851,https://www.kegg.jp/entry/hsa:8851
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,6,CDK5,1020,https://www.kegg.jp/entry/hsa:1020
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,7,MAPT,4137,https://www.kegg.jp/entry/hsa:4137
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,8,ND1,4535,https://www.kegg.jp/entry/hsa:4535
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,9,ND2,4536,https://www.kegg.jp/entry/hsa:4536
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,10,ND3,4537,https://www.kegg.jp/entry/hsa:4537
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,11,ND4,4538,https://www.kegg.jp/entry/hsa:4538
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,12,ND5,4540,https://www.kegg.jp/entry/hsa:4540
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,13,ND6,4541,https://www.kegg.jp/entry/hsa:4541
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,14,NDUFS1,4719,https://www.kegg.jp/entry/hsa:4719
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,15,NDUFS2,4720,https://www.kegg.jp/entry/hsa:4720
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,16,NDUFS3,4722,https://www.kegg.jp/entry/hsa:4722
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,17,NDUFS4,4724,https://www.kegg.jp/entry/hsa:4724
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,18,NDUFS5,4725,https://www.kegg.jp/entry/hsa:4725
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,19,NDUFS6,4726,https://www.kegg.jp/entry/hsa:4726
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,20,NDUFS7,374291,https://www.kegg.jp/entry/hsa:374291
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,21,NDUFS8,4728,https://www.kegg.jp/entry/hsa:4728
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,22,NDUFV1,4723,https://www.kegg.jp/entry/hsa:4723
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,23,NDUFV2,4729,https://www.kegg.jp/entry/hsa:4729
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,24,NDUFV3,4731,https://www.kegg.jp/entry/hsa:4731
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,25,NDUFA1,4694,https://www.kegg.jp/entry/hsa:4694
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,26,NDUFA2,4695,https://www.kegg.jp/entry/hsa:4695
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,27,NDUFA3,4696,https://www.kegg.jp/entry/hsa:4696
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,28,NDUFA4,4697,https://www.kegg.jp/entry/hsa:4697
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,29,NDUFA5,4698,https://www.kegg.jp/entry/hsa:4698
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,30,NDUFA6,4700,https://www.kegg.jp/entry/hsa:4700
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,31,NDUFA7,4701,https://www.kegg.jp/entry/hsa:4701
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,32,NDUFA8,4702,https://www.kegg.jp/entry/hsa:4702
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,33,NDUFA9,4704,https://www.kegg.jp/entry/hsa:4704
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,34,NDUFA10,4705,https://www.kegg.jp/entry/hsa:4705
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,35,NDUFAB1,4706,https://www.kegg.jp/entry/hsa:4706
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,36,NDUFA11,126328,https://www.kegg.jp/entry/hsa:126328
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,37,NDUFA12,55967,https://www.kegg.jp/entry/hsa:55967
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,38,NDUFA13,51079,https://www.kegg.jp/entry/hsa:51079
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,39,NDUFB1,4707,https://www.kegg.jp/entry/hsa:4707
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,40,NDUFB2,4708,https://www.kegg.jp/entry/hsa:4708
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,41,NDUFB3,4709,https://www.kegg.jp/entry/hsa:4709
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,42,NDUFB4,4710,https://www.kegg.jp/entry/hsa:4710
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,43,NDUFB5,4711,https://www.kegg.jp/entry/hsa:4711
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,44,NDUFB6,4712,https://www.kegg.jp/entry/hsa:4712
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,45,NDUFB7,4713,https://www.kegg.jp/entry/hsa:4713
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,46,NDUFB8,4714,https://www.kegg.jp/entry/hsa:4714
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,47,NDUFB9,4715,https://www.kegg.jp/entry/hsa:4715
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,48,NDUFB10,4716,https://www.kegg.jp/entry/hsa:4716
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,49,NDUFB11,54539,https://www.kegg.jp/entry/hsa:54539
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,50,NDUFC1,4717,https://www.kegg.jp/entry/hsa:4717
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex I,51,NDUFC2,4718,https://www.kegg.jp/entry/hsa:4718
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,1,SDHA,6389,https://www.kegg.jp/entry/hsa:6389
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,2,SDHB,6390,https://www.kegg.jp/entry/hsa:6390
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,3,SDHC,6391,https://www.kegg.jp/entry/hsa:6391
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,4,SDHD,6392,https://www.kegg.jp/entry/hsa:6392
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,1,APP,351,https://www.kegg.jp/entry/hsa:351
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,2,COX3,4514,https://www.kegg.jp/entry/hsa:4514
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,3,COX1,4512,https://www.kegg.jp/entry/hsa:4512
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,4,COX2,4513,https://www.kegg.jp/entry/hsa:4513
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,5,COX4I1,1327,https://www.kegg.jp/entry/hsa:1327
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,6,COX4I2,84701,https://www.kegg.jp/entry/hsa:84701
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,7,COX5A,9377,https://www.kegg.jp/entry/hsa:9377
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,8,COX5B,1329,https://www.kegg.jp/entry/hsa:1329
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,9,COX6A1,1337,https://www.kegg.jp/entry/hsa:1337
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,10,COX6A2,1339,https://www.kegg.jp/entry/hsa:1339
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,11,COX6B1,1340,https://www.kegg.jp/entry/hsa:1340
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,12,COX6B2,125965,https://www.kegg.jp/entry/hsa:125965
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,13,COX6C,1345,https://www.kegg.jp/entry/hsa:1345
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,14,COX7A1,1346,https://www.kegg.jp/entry/hsa:1346
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,15,COX7A2,1347,https://www.kegg.jp/entry/hsa:1347
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,16,COX7A2L,9167,https://www.kegg.jp/entry/hsa:9167
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,17,COX7B,1349,https://www.kegg.jp/entry/hsa:1349
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,18,COX7C,1350,https://www.kegg.jp/entry/hsa:1350
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,19,COX8A,1351,https://www.kegg.jp/entry/hsa:1351
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to electron transfer in Complex IV,20,COX8C,341947,https://www.kegg.jp/entry/hsa:341947
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,1,PSEN1,5663,https://www.kegg.jp/entry/hsa:5663
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,2,GSK3B,2932,https://www.kegg.jp/entry/hsa:2932
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,3,KIF5A,3798,https://www.kegg.jp/entry/hsa:3798
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,4,KIF5B,3799,https://www.kegg.jp/entry/hsa:3799
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,5,KIF5C,3800,https://www.kegg.jp/entry/hsa:3800
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,6,KLC1,3831,https://www.kegg.jp/entry/hsa:3831
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,7,KLC2,64837,https://www.kegg.jp/entry/hsa:64837
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,8,KLC3,147700,https://www.kegg.jp/entry/hsa:147700
hsa05010,Alzheimer disease,Mutation-caused aberrant PSEN1 to anterograde axonal transport,9,KLC4,89953,https://www.kegg.jp/entry/hsa:89953
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,1,APP,351,https://www.kegg.jp/entry/hsa:351
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,2,CHRNA7,1139,https://www.kegg.jp/entry/hsa:1139
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,3,CAPN1,823,https://www.kegg.jp/entry/hsa:823
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,4,CAPN2,824,https://www.kegg.jp/entry/hsa:824
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,5,CDK5R1,8851,https://www.kegg.jp/entry/hsa:8851
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,6,CDK5,1020,https://www.kegg.jp/entry/hsa:1020
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,7,MAPT,4137,https://www.kegg.jp/entry/hsa:4137
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,8,TUBA1A,7846,https://www.kegg.jp/entry/hsa:7846
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,9,TUBA1B,10376,https://www.kegg.jp/entry/hsa:10376
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,10,TUBA1C,84790,https://www.kegg.jp/entry/hsa:84790
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,11,TUBA3C,7278,https://www.kegg.jp/entry/hsa:7278
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,12,TUBA3D,113457,https://www.kegg.jp/entry/hsa:113457
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,13,TUBA3E,112714,https://www.kegg.jp/entry/hsa:112714
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,14,TUBA4A,7277,https://www.kegg.jp/entry/hsa:7277
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,15,TUBA8,51807,https://www.kegg.jp/entry/hsa:51807
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,16,TUBB,203068,https://www.kegg.jp/entry/hsa:203068
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,17,TUBB1,81027,https://www.kegg.jp/entry/hsa:81027
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,18,TUBB2A,7280,https://www.kegg.jp/entry/hsa:7280
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,19,TUBB2B,347733,https://www.kegg.jp/entry/hsa:347733
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,20,TUBB3,10381,https://www.kegg.jp/entry/hsa:10381
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,21,TUBB4A,10382,https://www.kegg.jp/entry/hsa:10382
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,22,TUBB4B,10383,https://www.kegg.jp/entry/hsa:10383
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,23,TUBB6,84617,https://www.kegg.jp/entry/hsa:84617
hsa05010,Alzheimer disease,Mutation-caused aberrant Abeta to anterograde axonal transport,24,TUBB8,347688,https://www.kegg.jp/entry/hsa:347688
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,1,GSK3B,2932,https://www.kegg.jp/entry/hsa:2932
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,2,MAPT,4137,https://www.kegg.jp/entry/hsa:4137
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,3,TUBA1A,7846,https://www.kegg.jp/entry/hsa:7846
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,4,TUBA1B,10376,https://www.kegg.jp/entry/hsa:10376
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,5,TUBA1C,84790,https://www.kegg.jp/entry/hsa:84790
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,6,TUBA3C,7278,https://www.kegg.jp/entry/hsa:7278
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,7,TUBA3D,113457,https://www.kegg.jp/entry/hsa:113457
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,8,TUBA3E,112714,https://www.kegg.jp/entry/hsa:112714
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,9,TUBA4A,7277,https://www.kegg.jp/entry/hsa:7277
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,10,TUBA8,51807,https://www.kegg.jp/entry/hsa:51807
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,11,TUBB,203068,https://www.kegg.jp/entry/hsa:203068
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,12,TUBB1,81027,https://www.kegg.jp/entry/hsa:81027
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,13,TUBB2A,7280,https://www.kegg.jp/entry/hsa:7280
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,14,TUBB2B,347733,https://www.kegg.jp/entry/hsa:347733
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,15,TUBB3,10381,https://www.kegg.jp/entry/hsa:10381
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,16,TUBB4A,10382,https://www.kegg.jp/entry/hsa:10382
hsa05010,Alzheimer disease,Zn to anterograde axonal transport,17,TUBB4B,10383,https://www.kegg.jp/entry/hsa:10383
